"","country","year","GFDD.DM.02","GFDD.DM.01","GFDD.SI.03","GFDD.SI.05","GFDD.EI.10","sh.F99100","sh.F99100_fs1","osh.F99100_fs1","sh.F99100_ps","gdp_per","unions_app","imports"
"134","Germany",2005,40.7645,42.2135,4,12.4,-1.01909,0.0367908022994251,0.0019807741459372,1.14315828017059,0.0367908022994251,34044.0536341248,22.2,30.5128352456553
"135","Germany",2006,43.0325,41.7784,4.1,12.2,16.138,0.0377972808839086,0.00218790133996787,1.23280150515547,0.0377972808839086,34507.3688142332,21.5,32.8591405884692
"136","Germany",2007,53.9723,47.3483,4.3,12.5,11.6581,0.0384294595394694,0.00266229913891856,1.53288550155482,0.0384294595394694,36323.4477421822,20.6,36.0168212387006
"137","Germany",2008,77.9014,56.4318,4.3,12.9,19.2587,0.0389774287021504,0.00270639808728585,1.56349965346357,0.0389774287021504,41587.2128984264,19.8,36.5516592986738
"138","Germany",2009,102.546,45.0609,4.5,13.6,-12.9361,0.0388794436845671,0.00275334427002774,1.55618829626125,0.0388794436845671,45427.151677489,19,37.7256144732553
"139","Germany",2010,84.1565,34.1965,4.8,14.8,-5.1783,0.0389244156886348,0.00278347369094192,1.61443532448633,0.0389244156886348,41485.9016495139,18.8,33.1088059597748
"140","Germany",2011,46.7099,38.8301,4.3,16.05,2.95001,0.0392030754210398,0.00253071721259458,1.50586893886286,0.0392030754210398,41531.9341978689,18.9,37.3031508345032
"141","Germany",2012,41.8848,35.8319,4.36,16.4,1.63047,0.0385706237038635,0.00226600740580909,1.37437330618692,0.0385706237038635,46644.776027968,18.4,40.148984986412
"142","Germany",2013,38.2488,36.4217,4.73,17.94,6.81952,0.0382969562877474,0.00200789710578246,1.29334445254849,0.0382969562877474,43858.3630551076,18.3,40.2069347359679
"143","Germany",2014,34.6782,46.198,5.45,19.16,4.67976,0.0371413775245987,0.00184865699249094,1.19337496956103,0.0371413775245987,46285.7640688407,18,39.6601988368577
"144","Germany",2015,33.11,47.1282,5.61,17.96,4.08115,0.0394486215538847,0.00182449110832637,1.12273900320338,0.0394486215538847,47959.9932737599,17.7,39.0008300796262
"145","Germany",2016,37.1808,47.0319,5.94,18.26,3.51194,NA,NA,NA,NA,NA,NA,NA
"146","Germany",2017,36.7376,49.0441,5.98,18.79,3.9944,NA,NA,NA,NA,NA,NA,NA
"147","Germany",2018,36.6011,54.2984,6.33,19.38,5.07932,NA,NA,NA,NA,NA,NA,NA
"148","Hungary",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Hungary",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Hungary",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Hungary",1993,0.211365,1.39016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Hungary",1994,0.162326,1.63663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Hungary",1995,0.4004,2.62785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Hungary",1996,0.640075,4.08623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Hungary",1997,2.02508,7.76939,NA,NA,29.9185,NA,NA,NA,NA,NA,NA,NA
"156","Hungary",1998,9.08525,20.1336,NA,NA,22.1603,NA,NA,NA,NA,NA,NA,NA
"157","Hungary",1999,23.3773,28.6058,9.7,16.5,14.0538,NA,NA,NA,NA,NA,NA,NA
"158","Hungary",2000,30.1436,30.0419,9.7,14.9,4.23112,NA,NA,NA,NA,NA,NA,NA
"159","Hungary",2001,26.0664,27.7542,8.3,13.7,17.228,NA,NA,NA,NA,NA,NA,NA
"160","Hungary",2002,16.2014,21.1832,9.3,13.8,20.6954,NA,NA,NA,NA,NA,NA,NA
"161","Hungary",2003,9.7045,18.9772,8.7,13,24.2993,0.0772469980256356,0.0200809111671034,4.04772694990539,0.0772469980256356,6655.33300865319,18.7,60.1831355869059
"162","Hungary",2004,9.72377,18.6312,8.3,11.8,23.9178,0.0832083460322419,0.0243416018929398,4.39746313325317,0.0832083460322419,8421.10331316153,17.7,60.2730161806239
"163","Hungary",2005,11.7308,22.8988,8.5,12.4,28.2506,0.083570871285768,0.0253260395981164,4.25482315225366,0.083570871285768,10285.7936270098,17.45,63.6133144524978
"164","Hungary",2006,16.3285,27.5192,8.2,11.6,24.2669,0.0827624783056033,0.0276198689470893,4.55987985290497,0.0827624783056033,11200.5769496264,17.2,64.9505122617302
"165","Hungary",2007,22.4443,31.4704,NA,11,26.0168,0.0806455706472866,0.0239354400566602,3.51073557291412,0.0806455706472866,11475.8227057093,16.05,74.9985883953804
"166","Hungary",2008,29.7637,34.0779,NA,10.4,21.7846,0.0808787241400895,0.0174629578695071,4.92679491032998,0.0808787241400895,13918.9601910137,14.9,77.4045849464283
"167","Hungary",2009,25.2152,21.958,7.1,12.3,15.7352,0.082794033676038,0.0168931729032016,4.41569036312433,0.082794033676038,15753.4732840195,14.4,78.9195794670057
"168","Hungary",2010,19.6182,17.6019,7.6,13.9,11.0232,0.0806952351362652,0.017507030661756,4.94918077837428,0.0806952351362652,13046.4810081848,13.75,70.3684527450478
"169","Hungary",2011,20.4377,21.9939,8.2,13.8917,3.02625,0.0801166046950659,0.0150457295525684,4.01330250865598,0.0801166046950659,13191.6212644696,13.1,76.0012788325149
"170","Hungary",2012,15.463,17.0247,9.1,13.8152,-9.05136,NA,NA,NA,NA,NA,NA,NA
"171","Hungary",2013,9.95212,14.8903,9.1,16.312,-7.16617,0.0748098703443559,0.0141526237693969,4.23016287729307,0.0748098703443559,12950.6865153085,11.8,79.3488084696012
"172","Hungary",2014,8.14404,15.1625,NA,17.415,-2.32243,0.0734273383937619,0.0124615942150952,3.94881728210074,0.0734273383937619,13687.5140593304,11.1,78.5912775181474
"173","Hungary",2015,6.2995,12.0657,NA,16.9222,-17.6563,0.0729636702352781,0.0128387743517711,4.40488968888306,0.0729636702352781,14267.0121547683,10.2,80.9529866950207
"174","Hungary",2016,5.46713,12.1754,NA,16.9492,4.32739,0.0700867339268343,0.0111006222782353,4.02289391313964,0.0700867339268343,12706.8912148924,9.4,79.6436062498567
